time_period,time_identifier,geographic_level,country_code,country_name,characteristic_group,characteristic,school_type,gender,no_schools,t_mtc_eligible_pupils,t_mtc_pupils_completed_check,t_mtc_eligible_pupils_not_completed_check,t_mtc_scored_25,t_mtc_scored_24,t_mtc_scored_23,t_mtc_scored_22,t_mtc_scored_21,t_mtc_scored_20,t_mtc_scored_19,t_mtc_scored_18,t_mtc_scored_17,t_mtc_scored_16,t_mtc_scored_15,t_mtc_scored_14,t_mtc_scored_13,t_mtc_scored_12,t_mtc_scored_11,t_mtc_scored_10,t_mtc_scored_9,t_mtc_scored_8,t_mtc_scored_7,t_mtc_scored_6,t_mtc_scored_5,t_mtc_scored_4,t_mtc_scored_3,t_mtc_scored_2,t_mtc_scored_1,t_mtc_scored_0,t_mtc_absent,t_mtc_unable_to_participate,t_mtc_working_below,t_mtc_just_arrived,t_mtc_missing_reason,t_mtc_sum_scores,mtc_average_score,pt_mtc_eligible_pupils_completed_check,pt_mtc_eligible_pupils_not_completed_check,pt_mtc_scored_25,pt_mtc_scored_24,pt_mtc_scored_23,pt_mtc_scored_22,pt_mtc_scored_21,pt_mtc_scored_20,pt_mtc_scored_19,pt_mtc_scored_18,pt_mtc_scored_17,pt_mtc_scored_16,pt_mtc_scored_15,pt_mtc_scored_14,pt_mtc_scored_13,pt_mtc_scored_12,pt_mtc_scored_11,pt_mtc_scored_10,pt_mtc_scored_9,pt_mtc_scored_8,pt_mtc_scored_7,pt_mtc_scored_6,pt_mtc_scored_5,pt_mtc_scored_4,pt_mtc_scored_3,pt_mtc_scored_2,pt_mtc_scored_1,pt_mtc_scored_0,pt_mtc_absent,pt_mtc_unable_to_participate,pt_mtc_working_below,pt_mtc_just_arrived,pt_mtc_missing_reason
202122,Academic year,National,E92000001,England,Ethnic major,Any other ethnic group,State-funded schools,Girls,3559,6933,6641,292,2057,930,482,381,341,255,254,220,205,199,175,148,173,138,143,88,95,81,73,51,33,20,16,15,23,45,39,27,194,8,24,134650,20.3,96,4,30,13,7,5,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Any other ethnic group,State-funded schools,Total,5284,14285,13600,685,4531,1898,1028,798,647,518,481,422,389,371,335,291,332,257,250,194,166,159,135,101,62,39,37,35,32,92,72,83,457,13,60,279443,20.5,95,5,32,13,7,6,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Asian,State-funded schools,Boys,7579,40289,38446,1843,17190,6004,3171,2061,1483,1189,1030,838,743,642,655,531,502,405,401,312,289,237,177,117,87,83,62,57,63,117,188,226,1207,8,214,848345,22.1,95,5,43,15,8,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic major,Asian,State-funded schools,Girls,7373,38892,37914,978,15462,5967,3022,2058,1625,1327,1132,1060,889,787,774,677,574,510,417,385,324,257,177,136,80,61,41,36,44,92,179,110,561,9,119,824515,21.7,97,3,40,15,8,5,4,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Asian,State-funded schools,Total,9295,79181,76360,2821,32652,11971,6193,4119,3108,2516,2162,1898,1632,1429,1429,1208,1076,915,818,697,613,494,354,253,167,144,103,93,107,209,367,336,1768,17,333,1672860,21.9,96,4,41,15,8,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Black,State-funded schools,Boys,5574,17971,16973,998,6471,2564,1454,986,722,581,496,484,401,403,362,313,247,240,208,209,183,167,110,87,54,60,31,41,30,69,62,123,706,4,103,361899,21.3,94,6,36,14,8,5,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic major,Black,State-funded schools,Girls,5543,17678,17168,510,5984,2427,1478,942,793,675,534,581,471,445,423,388,367,334,282,252,211,147,131,93,52,40,35,23,20,40,73,53,324,9,51,359769,21,97,3,34,14,8,5,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Black,State-funded schools,Total,7194,35649,34141,1508,12455,4991,2932,1928,1515,1256,1030,1065,872,848,785,701,614,574,490,461,394,314,241,180,106,100,66,64,50,109,135,176,1030,13,154,721668,21.1,96,4,35,14,8,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Mixed,State-funded schools,Boys,9286,22212,21173,1039,6680,2857,1697,1199,990,841,794,709,725,629,547,519,498,427,394,353,261,253,214,139,95,93,74,43,65,77,100,141,673,4,121,431682,20.4,95,5,30,13,8,5,4,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic major,Mixed,State-funded schools,Girls,9043,21231,20610,621,5828,2517,1586,1208,969,954,889,720,716,656,628,578,569,519,456,413,342,295,209,152,89,68,65,56,43,85,111,70,352,6,82,410273,19.9,97,3,27,12,7,6,5,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Mixed,State-funded schools,Total,11758,43443,41783,1660,12508,5374,3283,2407,1959,1795,1683,1429,1441,1285,1175,1097,1067,946,850,766,603,548,423,291,184,161,139,99,108,162,211,211,1025,10,203,841955,20.2,96,4,29,12,8,6,5,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic major,Unclassified,State-funded schools,Boys,4003,5957,5437,520,1277,608,428,319,278,238,226,197,197,179,193,173,156,142,128,106,99,87,64,58,52,40,40,32,36,84,35,55,212,188,30,102570,18.9,91,9,21,10,7,5,5,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,1
202122,Academic year,National,E92000001,England,Ethnic major,Unclassified,State-funded schools,Girls,3961,5820,5344,476,1131,632,427,314,264,230,215,193,206,192,178,187,165,145,136,142,107,94,50,62,37,43,41,38,49,66,53,46,163,189,25,99580,18.6,92,8,19,11,7,5,5,4,4,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,0
202122,Academic year,National,E92000001,England,Ethnic major,Unclassified,State-funded schools,Total,6158,11777,10781,996,2408,1240,855,633,542,468,441,390,403,371,371,360,321,287,264,248,206,181,114,120,89,83,81,70,85,150,88,101,375,377,55,202150,18.8,92,8,20,11,7,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,0
202122,Academic year,National,E92000001,England,Ethnic major,White,State-funded schools,Boys,16153,239845,227945,11900,59405,26809,17514,13522,11735,10523,9527,8858,8241,7703,7293,6938,6278,5833,5252,4549,3859,3354,2604,1925,1413,1158,961,681,774,1236,1547,1287,7655,40,1371,4459000,19.6,95,5,25,11,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic major,White,State-funded schools,Girls,15928,228079,221078,7001,49040,24331,16545,13415,11336,10379,9591,9199,8894,8435,8061,7909,7391,6702,5992,5257,4424,3812,2837,1935,1334,1035,830,608,736,1050,1291,590,4317,38,765,4208877,19,97,3,22,11,7,6,5,5,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic major,White,State-funded schools,Total,16295,467924,449023,18901,108445,51140,34059,26937,23071,20902,19118,18057,17135,16138,15354,14847,13669,12535,11244,9806,8283,7166,5441,3860,2747,2193,1791,1289,1510,2286,2838,1877,11972,78,2136,8667877,19.3,96,4,23,11,7,6,5,4,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Any other ethnic group,State-funded schools,Boys,3727,7352,6959,393,2474,968,546,417,306,263,227,202,184,172,160,143,159,119,107,106,71,78,62,50,29,19,21,20,9,47,33,56,263,5,36,144793,20.8,95,5,34,13,7,6,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Any other ethnic group,State-funded schools,Girls,3559,6933,6641,292,2057,930,482,381,341,255,254,220,205,199,175,148,173,138,143,88,95,81,73,51,33,20,16,15,23,45,39,27,194,8,24,134650,20.3,96,4,30,13,7,5,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Any other ethnic group,State-funded schools,Total,5284,14285,13600,685,4531,1898,1028,798,647,518,481,422,389,371,335,291,332,257,250,194,166,159,135,101,62,39,37,35,32,92,72,83,457,13,60,279443,20.5,95,5,32,13,7,6,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Any other Asian background,State-funded schools,Boys,3552,6517,6177,340,2773,983,524,327,246,158,173,132,126,122,112,84,70,53,59,40,33,49,36,16,9,13,6,8,6,19,20,45,238,4,33,136871,22.2,95,5,43,15,8,5,4,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Any other Asian background,State-funded schools,Girls,3377,6172,6012,160,2566,977,457,312,231,207,182,163,119,103,126,104,80,70,62,53,49,36,28,23,10,15,8,6,6,19,24,23,87,4,22,131680,21.9,97,3,42,16,7,5,4,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Any other Asian background,State-funded schools,Total,5159,12689,12189,500,5339,1960,981,639,477,365,355,295,245,225,238,188,150,123,121,93,82,85,64,39,19,28,14,14,12,38,44,68,325,8,55,268551,22,96,4,42,15,8,5,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Bangladeshi,State-funded schools,Boys,1879,5529,5217,312,2230,816,429,299,216,182,139,132,98,98,84,80,85,64,52,48,52,35,16,15,9,8,7,7,4,12,27,45,225,0,15,114577,22,94,6,40,15,8,5,4,3,3,2,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Bangladeshi,State-funded schools,Girls,1807,5478,5312,166,2079,820,426,285,275,183,159,160,144,131,103,109,84,80,61,44,46,35,22,18,14,6,5,3,4,16,31,23,96,1,15,114912,21.6,97,3,38,15,8,5,5,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Bangladeshi,State-funded schools,Total,2701,11007,10529,478,4309,1636,855,584,491,365,298,292,242,229,187,189,169,144,113,92,98,70,38,33,23,14,12,10,8,28,58,68,321,1,30,229489,21.8,96,4,39,15,8,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Chinese,State-funded schools,Boys,1619,2178,2130,48,1186,389,190,99,65,44,34,24,24,13,16,8,6,9,5,5,7,2,1,0,1,0,0,1,1,0,6,5,31,0,6,50210,23.6,98,2,54,18,9,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Chinese,State-funded schools,Girls,1621,2120,2098,22,1165,369,176,102,68,47,38,28,27,15,14,10,12,2,6,7,2,6,1,2,0,1,0,0,0,0,1,4,15,0,2,49321,23.5,99,1,55,17,8,5,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Chinese,State-funded schools,Total,2720,4298,4228,70,2351,758,366,201,133,91,72,52,51,28,30,18,18,11,11,12,9,8,2,2,1,1,0,1,1,0,7,9,46,0,8,99531,23.5,98,2,55,18,9,5,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Indian,State-funded schools,Boys,3854,11365,10978,387,5540,1798,901,569,359,308,243,208,161,139,135,101,97,71,92,53,60,37,23,12,14,13,10,8,9,17,44,41,224,2,76,250254,22.8,97,3,49,16,8,5,3,3,2,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Indian,State-funded schools,Girls,3735,10946,10756,190,5048,1813,918,566,419,344,284,228,181,155,161,132,100,74,69,75,54,41,29,19,13,7,6,4,9,7,44,31,85,1,29,243233,22.6,98,2,46,17,8,5,4,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Indian,State-funded schools,Total,5299,22311,21734,577,10588,3611,1819,1135,778,652,527,436,342,294,296,233,197,145,161,128,114,78,52,31,27,20,16,12,18,24,88,72,309,3,105,493487,22.7,97,3,47,16,8,5,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Pakistani,State-funded schools,Boys,3441,14700,13944,756,5461,2018,1127,767,597,497,441,342,334,270,308,258,244,208,193,166,137,114,101,74,54,49,39,33,43,69,91,90,489,2,84,296433,21.3,95,5,37,14,8,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Pakistani,State-funded schools,Girls,3281,14176,13736,440,4604,1988,1045,793,632,546,469,481,418,383,370,322,298,284,219,206,173,139,97,74,43,32,22,23,25,50,79,29,278,3,51,285369,20.8,97,3,32,14,7,6,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Asian - Pakistani,State-funded schools,Total,4475,28876,27680,1196,10065,4006,2172,1560,1229,1043,910,823,752,653,678,580,542,492,412,372,310,253,198,148,97,81,61,56,68,119,170,119,767,5,135,581802,21,96,4,35,14,8,5,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Any other Black background,State-funded schools,Boys,1778,2548,2400,148,850,352,193,137,110,83,73,67,64,71,54,49,37,47,29,27,41,28,22,10,14,10,4,8,5,15,9,20,101,0,18,50018,20.8,94,6,33,14,8,5,4,3,3,3,3,3,2,2,1,2,1,1,2,1,1,0,1,0,0,0,0,1,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Any other Black background,State-funded schools,Girls,1715,2421,2341,80,738,310,200,118,122,81,77,90,79,87,58,69,63,47,45,38,28,22,20,17,8,6,7,2,0,9,13,6,50,1,10,47939,20.5,97,3,30,13,8,5,5,3,3,4,3,4,2,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Any other Black background,State-funded schools,Total,2813,4969,4741,228,1588,662,393,255,232,164,150,157,143,158,112,118,100,94,74,65,69,50,42,27,22,16,11,10,5,24,22,26,151,1,28,97957,20.7,95,5,32,13,8,5,5,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black African,State-funded schools,Boys,4700,12479,11802,677,4899,1878,1048,655,467,372,320,311,246,230,224,189,149,132,119,118,101,93,65,42,31,32,16,21,12,32,29,88,491,3,66,257609,21.8,95,5,39,15,8,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black African,State-funded schools,Girls,4674,12355,12038,317,4548,1814,1047,684,536,467,346,371,305,255,274,232,214,198,154,147,130,85,70,53,30,19,16,12,13,18,36,36,203,7,35,258127,21.4,97,3,37,15,8,6,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black African,State-funded schools,Total,6263,24834,23840,994,9447,3692,2095,1339,1003,839,666,682,551,485,498,421,363,330,273,265,231,178,135,95,61,51,32,33,25,50,65,124,694,10,101,515736,21.6,96,4,38,15,8,5,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black Caribbean,State-funded schools,Boys,1743,2944,2771,173,722,334,213,194,145,126,103,106,91,102,84,75,61,61,60,64,41,46,23,35,9,18,11,12,13,22,24,15,114,1,19,54272,19.6,94,6,25,11,7,7,5,4,3,4,3,3,3,3,2,2,2,2,1,2,1,1,0,1,0,0,0,1,1,1,4,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black Caribbean,State-funded schools,Girls,1728,2902,2789,113,698,303,231,140,135,127,111,120,87,103,91,87,90,89,83,67,53,40,41,23,14,15,12,9,7,13,24,11,71,1,6,53703,19.3,96,4,24,10,8,5,5,4,4,4,3,4,3,3,3,3,3,2,2,1,1,1,0,1,0,0,0,0,1,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Black - Black Caribbean,State-funded schools,Total,2619,5846,5560,286,1420,637,444,334,280,253,214,226,178,205,175,162,151,150,143,131,94,86,64,58,23,33,23,21,20,35,48,26,185,2,25,107975,19.4,95,5,24,11,8,6,5,4,4,4,3,4,3,3,3,3,2,2,2,1,1,1,0,1,0,0,0,1,1,0,3,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - Any other Mixed background,State-funded schools,Boys,5247,8454,8068,386,2743,1098,664,441,373,321,289,254,268,216,213,174,183,138,129,134,90,85,71,39,32,32,23,7,20,31,37,58,237,3,51,167266,20.7,95,5,32,13,8,5,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - Any other Mixed background,State-funded schools,Girls,5048,8074,7839,235,2400,1028,639,452,364,361,303,233,249,253,210,221,191,179,150,141,113,102,68,51,25,18,21,20,17,30,38,27,132,2,36,159276,20.3,97,3,30,13,8,6,5,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - Any other Mixed background,State-funded schools,Total,7632,16528,15907,621,5143,2126,1303,893,737,682,592,487,517,469,423,395,374,317,279,275,203,187,139,90,57,50,44,27,37,61,75,85,369,5,87,326542,20.5,96,4,31,13,8,5,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Asian,State-funded schools,Boys,3982,5432,5235,197,1894,777,447,324,228,190,194,147,156,131,102,101,102,84,78,46,40,54,42,21,18,18,14,11,10,6,19,27,130,0,21,111119,21.2,96,4,35,14,8,6,4,3,4,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Asian,State-funded schools,Girls,3836,5213,5095,118,1703,678,426,305,239,221,202,163,162,135,135,119,119,100,89,73,56,50,34,27,9,9,9,9,7,16,28,13,58,2,17,106064,20.8,98,2,33,13,8,6,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Asian,State-funded schools,Total,6197,10645,10330,315,3597,1455,873,629,467,411,396,310,318,266,237,220,221,184,167,119,96,104,76,48,27,27,23,20,17,22,47,40,188,2,38,217183,21,97,3,34,14,8,6,4,4,4,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black African,State-funded schools,Boys,2525,3053,2906,147,903,416,231,159,143,120,100,103,92,74,78,77,61,66,52,50,38,37,30,15,13,12,7,10,6,13,11,17,98,1,20,59278,20.4,95,5,30,14,8,5,5,4,3,3,3,2,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,0,1
202122,Academic year,National,E92000001,England,Ethnic minor,Mixed - White and Black African,State-funded schools,Girls,2377,2865,2796,69,776,363,186,175,132,131,138,113,100,87,75,77,71,72,52,53,42,48,37,17,12,11,10,6,6,6,9,10,44,0,6,55747,19.9,98,2,27,13,6,6,5,5,5,4,3,3,3,3,2,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0
